script_id,model,prompt_type,language,category,snippet,script_path,run_id,status,elapsed_seconds,energy_joules,avg_power_watts,error_message,energy_joules_raw,avg_power_watts_raw
script_4,original,base,python,data_visualization,02_distribution_boxplot,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_visualization/02_distribution_boxplot.py,30,ok,0.841263767,13.915049630,16.540650122,,14.190000000,16.867480280
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.616436192,9.868530062,16.009004971,,10.070000000,16.335835129
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,2,ok,0.621774205,9.836785438,15.820510660,,10.040000000,16.147340818
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,3,ok,0.615964785,9.878684132,16.037741723,,10.080000000,16.364571881
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,4,ok,0.616747956,9.948428168,16.130459893,,10.150000000,16.457290051
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,5,ok,0.626743416,9.965161350,15.899905920,,10.170000000,16.226736078
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,6,ok,0.620018092,9.837359389,15.866245705,,10.040000000,16.193075863
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,7,ok,0.627636063,9.884869606,15.749365260,,10.090000000,16.076195418
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,8,ok,0.624923220,9.935756245,15.899163173,,10.140000000,16.225993331
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,9,ok,0.618643042,9.797808797,15.837580206,,10.000000000,16.164410364
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,10,ok,0.622896746,9.736418558,15.630870799,,9.940000000,15.957700957
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,11,ok,0.615581856,9.988809285,16.226614198,,10.190000000,16.553444356
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,12,ok,0.618497817,10.097856261,16.326421829,,10.300000000,16.653251987
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,13,ok,0.619797001,10.047431648,16.210842634,,10.250000000,16.537672792
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,14,ok,0.617688961,9.818120619,15.894926475,,10.020000000,16.221756633
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,15,ok,0.615251618,10.028917216,16.300513356,,10.230000000,16.627343514
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,16,ok,0.621233526,9.956962149,16.027728273,,10.160000000,16.354558431
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,17,ok,0.624675681,10.065837148,16.113701005,,10.270000000,16.440531163
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,18,ok,0.626899276,9.875110411,15.752307888,,10.080000000,16.079138046
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,19,ok,0.615707807,9.978768120,16.206986507,,10.180000000,16.533816665
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,20,ok,0.618370487,9.977897876,16.135792516,,10.180000000,16.462622674
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,21,ok,0.630571999,10.383910054,16.467445542,,10.590000000,16.794275700
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,22,ok,0.615812450,9.888733920,16.058028576,,10.090000000,16.384858734
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,23,ok,0.624105047,10.076023649,16.144755915,,10.280000000,16.471586073
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,24,ok,0.618980115,9.937698631,16.054956194,,10.140000000,16.381786352
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,25,ok,0.619382370,10.107567162,16.318784085,,10.310000000,16.645614243
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,26,ok,0.619367775,9.857571932,15.915538926,,10.060000000,16.242369084
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,27,ok,0.616811884,10.038407274,16.274665802,,10.240000000,16.601495960
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,28,ok,0.618619852,10.167816376,16.436291760,,10.370000000,16.763121918
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,29,ok,0.618640043,10.087809777,16.306428740,,10.290000000,16.633258898
script_2,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,30,ok,0.621241395,10.086959577,16.236779548,,10.290000000,16.563609706
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,1,ok,0.587790897,9.647892208,16.413816984,,9.840000000,16.740647142
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,2,ok,0.586468924,9.388324269,16.008221211,,9.580000000,16.335051369
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,3,ok,0.588568570,9.397638041,15.966938298,,9.590000000,16.293768456
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,4,ok,0.595585254,9.445344777,15.858929874,,9.640000000,16.185760032
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,5,ok,0.584959997,9.538817432,16.306785901,,9.730000000,16.633616059
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,6,ok,0.587931421,9.337846281,15.882543350,,9.530000000,16.209373508
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,7,ok,0.587592607,9.447957015,16.079094432,,9.640000000,16.405924590
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,8,ok,0.586660065,9.568261798,16.309720687,,9.760000000,16.636550845
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,9,ok,0.585186949,9.448743257,16.146537911,,9.640000000,16.473368069
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,10,ok,0.584679337,9.398909160,16.075322942,,9.590000000,16.402153100
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,11,ok,0.587499936,9.487987303,16.149767382,,9.680000000,16.476597540
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,12,ok,0.590538191,9.626994310,16.302068954,,9.820000000,16.628899112
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,13,ok,0.588819799,9.377555932,15.926020062,,9.570000000,16.252850220
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,14,ok,0.586317442,9.508373778,16.217108850,,9.700000000,16.543939008
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,15,ok,0.585103299,9.238770596,15.789982063,,9.430000000,16.116812221
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,16,ok,0.584772292,9.518878779,16.277923749,,9.710000000,16.604753907
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,17,ok,0.594476112,9.565707278,16.090986812,,9.760000000,16.417816970
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,18,ok,0.586581843,9.338287364,15.919837061,,9.530000000,16.246667219
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,19,ok,0.589093430,9.637466501,16.359826830,,9.830000000,16.686656988
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,20,ok,0.590711966,9.506937515,16.094032391,,9.700000000,16.420862549
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,21,ok,0.587483397,9.407992709,16.014057174,,9.600000000,16.340887332
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,22,ok,0.588659030,9.687608476,16.457079536,,9.880000000,16.783909694
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,23,ok,0.587871185,9.597865968,16.326477998,,9.790000000,16.653308156
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,24,ok,0.585604202,9.768606886,16.681244521,,9.960000000,17.008074679
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,25,ok,0.588245606,9.507743596,16.162880774,,9.700000000,16.489710932
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,26,ok,0.588694845,9.667596771,16.422084978,,9.860000000,16.748915136
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,27,ok,0.587889965,9.427859830,16.036776253,,9.620000000,16.363606411
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,28,ok,0.584275007,9.359041307,16.018212648,,9.550000000,16.345042806
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,29,ok,0.583269936,9.619369795,16.492140604,,9.810000000,16.818970762
script_1,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,30,ok,0.589793410,9.517237727,16.136561659,,9.710000000,16.463391817
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,1,ok,12.234989275,188.131236522,15.376493783,,192.130000000,15.703323941
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,2,ok,12.205449574,191.010890987,15.649639928,,195.000000000,15.976470086
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,3,ok,12.165169539,187.374055717,15.402502622,,191.350000000,15.729332780
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,4,ok,12.174212707,187.901100137,15.434353306,,191.880000000,15.761183464
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,5,ok,12.142508037,190.351462180,15.676453464,,194.320000000,16.003283622
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,6,ok,12.167547340,188.903278580,15.525173094,,192.880000000,15.852003252
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,7,ok,12.193818972,189.364692219,15.529564007,,193.350000000,15.856394165
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,8,ok,12.276510746,189.977666053,15.474891032,,193.990000000,15.801721190
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,9,ok,12.124800405,186.147249568,15.352603206,,190.110000000,15.679433364
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,10,ok,12.179964747,188.279220197,15.458108797,,192.260000000,15.784938955
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,11,ok,12.174205246,187.901102576,15.434362965,,191.880000000,15.761193123
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,12,ok,12.156136578,187.967007962,15.462725904,,191.940000000,15.789556062
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,13,ok,12.170014171,189.422472346,15.564687903,,193.400000000,15.891518061
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,14,ok,12.179212195,191.589466154,15.730858703,,195.570000000,16.057688861
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,15,ok,12.175180014,187.160783992,15.372321705,,191.140000000,15.699151863
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,16,ok,12.187745466,186.146677224,15.273265900,,190.130000000,15.600096058
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,17,ok,12.136411256,190.093454792,15.663069649,,194.060000000,15.989899807
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,18,ok,12.147838058,192.229720168,15.824191864,,196.200000000,16.151022022
script_6,original,base,python,machine_learning_workflows,02_regression_workflow_feature_importance,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/machine_learning_workflows/02_regression_workflow_feature_importance.py,19,ok,12.154543739,187.307528549,15.410494427,,191.280000000,15.737324585
