implementation_type,model,prompt_type,language,category,snippet,script_path,run_id,status,elapsed_seconds,energy_joules,avg_power_watts,error_message
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,26,ok,0.590579067,10.150000000,17.186521784,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,27,ok,0.588628979,10.010000000,17.005618746,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,28,ok,0.591042707,10.070000000,17.037685908,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,29,ok,0.589282062,10.020000000,17.003741750,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,30,ok,0.590853649,10.090000000,17.076986860,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,31,ok,0.589014100,10.050000000,17.062409881,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,32,ok,0.588419929,10.180000000,17.300569709,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,33,ok,0.590245622,10.150000000,17.196230894,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,34,ok,0.588718561,10.250000000,17.410696178,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,35,ok,0.587652592,10.220000000,17.391227639,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,36,ok,0.588100763,10.210000000,17.360970504,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,37,ok,0.591127120,10.170000000,17.204421276,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,38,ok,0.587854164,9.970000000,16.959988736,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,39,ok,0.588896935,9.990000000,16.963919162,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,40,ok,0.588504213,10.290000000,17.485006518,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,41,ok,0.590422289,10.110000000,17.123337293,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,42,ok,0.588116486,10.030000000,17.054444551,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,43,ok,0.589616316,10.260000000,17.401146681,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,44,ok,0.589496350,10.110000000,17.150233415,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,45,ok,0.591529635,10.350000000,17.497010103,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,46,ok,0.588297074,10.240000000,17.406171903,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,47,ok,0.588341112,10.290000000,17.489853743,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,48,ok,0.588240681,10.050000000,17.084843542,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,49,ok,0.587302227,10.060000000,17.129170532,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,50,ok,0.590897740,10.180000000,17.228023245,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,51,ok,0.588433449,10.360000000,17.606069161,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,52,ok,0.590100240,10.150000000,17.200467500,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,53,ok,0.589420043,10.130000000,17.186385364,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,54,ok,0.589373679,10.190000000,17.289540343,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,55,ok,0.589740811,10.490000000,17.787475115,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,56,ok,0.588988632,10.110000000,17.165017202,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,57,ok,0.589709927,10.180000000,17.262724492,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,58,ok,0.589841915,10.410000000,17.648796627,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,59,ok,0.589601996,10.350000000,17.554214657,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,60,ok,0.587911924,10.080000000,17.145425341,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,61,ok,0.588684392,10.140000000,17.224849406,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,62,ok,0.588828065,10.100000000,17.152715029,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,63,ok,0.588187793,10.140000000,17.239392114,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,64,ok,0.588749270,10.330000000,17.545669314,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,65,ok,0.589389305,10.270000000,17.424815674,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,66,ok,0.587965625,10.290000000,17.501023125,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,67,ok,0.588112905,10.430000000,17.734689906,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,68,ok,0.588718495,10.340000000,17.563572553,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,69,ok,0.587218977,10.130000000,17.250804890,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,70,ok,0.589338160,10.130000000,17.188773250,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,71,ok,0.588452087,10.320000000,17.537536578,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,72,ok,0.589351427,10.280000000,17.442903383,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,73,ok,0.590377206,10.260000000,17.378719733,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,74,ok,0.587788291,10.400000000,17.693445343,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,75,ok,0.588362302,10.410000000,17.693179805,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,76,ok,0.589200176,10.300000000,17.481325396,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,77,ok,0.590976338,10.380000000,17.564154997,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,78,ok,0.590457930,10.230000000,17.325535792,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,79,ok,0.590476067,10.220000000,17.308068135,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,80,ok,0.588075346,10.270000000,17.463748599,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,81,ok,0.587489332,10.140000000,17.259887878,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,82,ok,0.587862131,10.330000000,17.572147371,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,83,ok,0.589703227,10.170000000,17.245962943,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,84,ok,0.590577244,10.410000000,17.626822072,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,85,ok,0.589136001,10.610000000,18.009423939,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,86,ok,0.589573861,10.520000000,17.843396215,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,87,ok,0.590072206,10.320000000,17.489385019,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,88,ok,0.590411231,10.540000000,17.851963931,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,89,ok,0.591354752,10.370000000,17.536005190,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,90,ok,0.588964971,10.370000000,17.607159187,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,91,ok,0.590508171,10.250000000,17.357930852,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,92,ok,0.590705276,10.320000000,17.470641315,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,93,ok,0.587519872,10.330000000,17.582384005,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,94,ok,0.589556570,10.360000000,17.572529130,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,95,ok,0.590589634,10.300000000,17.440197740,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,96,ok,0.588041209,10.160000000,17.277700686,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,97,ok,0.587732110,10.180000000,17.320816452,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,98,ok,0.589761257,10.180000000,17.261222027,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,99,ok,0.589402473,10.180000000,17.271729364,
candidate,original,base,python,data_manipulation_preprocessing,01_impute_encode_scale,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/01_impute_encode_scale.py,100,ok,0.589838247,10.490000000,17.784536783,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,1,ok,0.621422416,10.030000000,16.140389760,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,2,ok,0.623458281,10.100000000,16.199961261,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,3,ok,0.622485177,10.020000000,16.096768839,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,4,ok,0.622154606,10.110000000,16.249980154,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,5,ok,0.621905385,10.250000000,16.481606764,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,6,ok,0.621879771,10.300000000,16.562687002,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,7,ok,0.623477604,10.410000000,16.696670311,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,8,ok,0.621454013,10.370000000,16.686673162,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,9,ok,0.621373127,10.190000000,16.399164298,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,10,ok,0.622038142,10.350000000,16.638851063,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,11,ok,0.620224488,10.130000000,16.332795941,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,12,ok,0.622346845,10.460000000,16.807347999,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,13,ok,0.621766770,10.230000000,16.453114727,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,14,ok,0.621434172,10.360000000,16.671114121,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,15,ok,0.622322514,10.430000000,16.759798602,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,16,ok,0.619649702,10.220000000,16.493189567,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,17,ok,0.621463608,10.250000000,16.493322969,
candidate,original,base,python,data_manipulation_preprocessing,02_merge_aggregate_reshape,/home/romakrut/PycharmProjects/masters-thesis/task_equivalents/python/data_manipulation_preprocessing/02_merge_aggregate_reshape.py,18,ok,0.621411451,10.470000000,16.848740047,
